0.765	-0.51255	-0.51255	-8.5212e-06	4.2133e+24	2e+27	297.54	19568	39299	82.79	1200	-0.16674	-0.33487	-0.00070546	-0.010225
0.77	-0.5159	-0.5159	-8.6114e-06	4.221e+24	2e+27	297.61	19399	39228	82.79	1200	-0.16705	-0.33781	-0.00071293	-0.010334
0.775	-0.51925	-0.51925	-8.7028e-06	4.2289e+24	2e+27	297.69	19228	39154	82.79	1200	-0.16734	-0.34075	-0.0007205	-0.010443
0.78	-0.5226	-0.5226	-8.7955e-06	4.2372e+24	2e+27	297.77	19057	39077	82.79	1200	-0.16761	-0.3437	-0.00072817	-0.010555
0.785	-0.52595	-0.52595	-8.8895e-06	4.2458e+24	2e+27	297.86	18885	38998	82.79	1200	-0.16787	-0.34667	-0.00073595	-0.010667
0.79	-0.5293	-0.5293	-8.9849e-06	4.2548e+24	2e+27	297.94	18711	38916	82.79	1200	-0.16812	-0.34966	-0.00074385	-0.010782
0.795	-0.53265	-0.53265	-9.0817e-06	4.2641e+24	2e+27	298.02	18537	38831	82.79	1200	-0.16835	-0.35265	-0.00075187	-0.010898
0.8	-0.536	-0.536	-9.1801e-06	4.2738e+24	2e+27	298.11	18361	38743	82.79	1200	-0.16856	-0.35566	-0.00076002	-0.011016
0.805	-0.53935	-0.53935	-9.2801e-06	4.2839e+24	2e+27	298.2	18185	38651	82.79	1200	-0.16876	-0.35869	-0.0007683	-0.011136
0.81	-0.5427	-0.5427	-9.3818e-06	4.2944e+24	2e+27	298.29	18007	38557	82.79	1200	-0.16894	-0.36173	-0.00077671	-0.011258
0.815	-0.54605	-0.54605	-9.4852e-06	4.3054e+24	2e+27	298.38	17827	38458	82.79	1200	-0.1691	-0.36479	-0.00078528	-0.011382
0.82	-0.5494	-0.5494	-9.5906e-06	4.3169e+24	2e+27	298.47	17646	38356	82.79	1200	-0.16924	-0.36786	-0.000794	-0.011509
0.825	-0.55275	-0.55275	-9.6978e-06	4.3288e+24	2e+27	298.56	17464	38251	82.79	1200	-0.16936	-0.37095	-0.00080288	-0.011637
0.83	-0.5561	-0.5561	-9.8072e-06	4.3412e+24	2e+27	298.66	17279	38141	82.79	1200	-0.16946	-0.37406	-0.00081193	-0.011769
0.835	-0.55945	-0.55945	-9.9187e-06	4.3542e+24	2e+27	298.76	17093	38028	82.79	1200	-0.16954	-0.37718	-0.00082116	-0.011902
0.84	-0.5628	-0.5628	-1.0032e-05	4.3677e+24	2e+27	298.86	16905	37910	82.79	1200	-0.1696	-0.38033	-0.00083058	-0.012039
0.845	-0.56615	-0.56615	-1.0149e-05	4.3819e+24	2e+27	298.96	16716	37787	82.79	1200	-0.16964	-0.38349	-0.0008402	-0.012178
0.85	-0.5695	-0.5695	-1.0267e-05	4.3966e+24	2e+27	299.06	16524	37660	82.79	1200	-0.16965	-0.38668	-0.00085003	-0.012321
0.855	-0.57285	-0.57285	-1.0389e-05	4.4121e+24	2e+27	299.17	16329	37529	82.79	1200	-0.16964	-0.38988	-0.00086009	-0.012467
0.86	-0.5762	-0.5762	-1.0513e-05	4.4282e+24	2e+27	299.28	16133	37392	82.79	1200	-0.16961	-0.39311	-0.00087038	-0.012616
